1,1.0,87657687.0,2139089780.2601779
2,87657688.0,149092643.0,2373498118.7358913
3,149092644.0,173909610.0,2483201391.5951195
4,173909611.0,226716788.0,2356686026.0211697
5,226716789.0,253181901.0,2520396363.5716805
6,253181902.0,299456045.0,2358090846.6594734
7,299456046.0,326174276.0,2489568656.3372087
8,326174277.0,367230877.0,2379628413.672528
9,367230878.0,401376954.0,2518118227.2306004
10,401376955.0,446487060.0,2364024905.2905746
11,446487061.0,478390910.0,2393318603.255822
12,478390911.0,1513936641.0,2274978140.1917167
13,1513936642.0,1616003182.0,2386285776.13254
14,1616003183.0,1686290331.0,2740723105.1527295
15,1686290332.0,1729947374.0,2335853118.026334
16,1729947375.0,1753043203.0,4047545245.998938
