1,1.0,88181576.0,3029313653.5934014
2,88181577.0,100419977.0,4342555064.354316
3,100419978.0,186688453.0,5945586437.240042
4,186688454.0,209150522.0,4525269800.204811
5,209150523.0,234497725.0,4393086811.895179
6,234497726.0,278476753.0,4308284465.513801
7,278476754.0,316017820.0,4135063658.3363953
8,316017821.0,345832480.0,4042947670.0870667
9,345832481.0,378738705.0,3990196839.2072735
10,378738706.0,385923288.0,2825031889.961449
11,385923289.0,387580362.0,686870544.1643758
12,387580363.0,389273007.0,278230300.4904607
13,389273008.0,451767341.0,229615582.8461701
14,451767342.0,498202438.0,323730430.3477035
15,498202439.0,507870763.0,363657393.97205704
16,507870764.0,524500625.0,1068420469.3571217
17,524500626.0,541548592.0,2652000596.3037467
18,541548593.0,601066531.0,3040151328.458338
19,601066532.0,615773856.0,2969376430.214644
20,615773857.0,637099553.0,3149844101.5077324
21,637099554.0,668107497.0,3025484171.5728974
22,668107498.0,742842152.0,3111191381.186806
23,742842153.0,800343202.0,3091542580.1715813
24,800343203.0,895294681.0,3032017395.619719
25,895294682.0,975728780.0,2991256886.4838305
26,975728781.0,1036444967.0,3086447007.314601
27,1036444968.0,1257672061.0,3075282250.003162
28,1257672062.0,1266528476.0,2025013834.8208568
29,1266528477.0,1267994684.0,983548520.5653602
30,1267994685.0,1270621320.0,362773022.9788966
31,1270621321.0,1314682869.0,354264914.6417304
32,1314682870.0,1329730096.0,368868082.92190707
33,1329730097.0,1362096308.0,2154275486.7365155
34,1362096309.0,1396710468.0,4366717955.290661
35,1396710469.0,1682974883.0,5868728734.609497
36,1682974884.0,1869128852.0,5073096955.446189
37,1869128853.0,1992403662.0,5180662179.027513
38,1992403663.0,2009698802.0,4096641742.493
39,2009698803.0,2011524892.0,1845725317.9420917
40,2011524893.0,2013806549.0,382443516.88864434
41,2013806550.0,2096458027.0,317201666.3880332
