1,1.0,99631552.0,1755247117.1802213
2,99631553.0,125160298.0,3296525965.3738627
3,125160299.0,147557045.0,4408716716.081939
4,147557046.0,182208273.0,4244527902.830419
5,182208274.0,213234788.0,4128949693.3931694
6,213234789.0,233638108.0,4148640590.073489
7,233638109.0,268340314.0,4019767252.3350525
8,268340315.0,353768024.0,3931670650.928853
9,353768025.0,388001456.0,3937451321.755207
10,388001457.0,439875023.0,3873214180.3056135
11,439875024.0,469070090.0,3884660841.251366
12,469070091.0,508657449.0,3807271519.425696
13,508657450.0,548176494.0,3770586428.49253
14,548176495.0,598787520.0,3681626792.506607
15,598787521.0,624567142.0,3724033943.0200086
16,624567143.0,676000334.0,3641647889.533754
17,676000335.0,756030983.0,3635850896.548968
18,756030984.0,816869843.0,3613846459.6343846
19,816869844.0,890472739.0,3559041528.419631
20,890472740.0,966020434.0,3504902043.646764
21,966020435.0,1038977741.0,3483922453.06822
22,1038977742.0,1103728532.0,3285656484.2746067
23,1103728533.0,1157154176.0,3199855276.691113
24,1157154177.0,1222559402.0,3393607740.635493
25,1222559403.0,1303991128.0,3364817636.598047
26,1303991129.0,1399938028.0,3247794141.5841494
27,1399938029.0,1498972890.0,3307347207.7971096
28,1498972891.0,1567333148.0,3242608931.669152
29,1567333149.0,1672205809.0,3236295908.112304
30,1672205810.0,1745981789.0,3216257825.2619333
31,1745981790.0,1804835456.0,3202997599.4488463
32,1804835457.0,1935170930.0,3144732253.726025
33,1935170931.0,2037636316.0,3101931743.733609
34,2037636317.0,2236675665.0,3116053526.759143
35,2236675666.0,2390124264.0,3054216242.915665
36,2390124265.0,2495160221.0,3080182752.903674
37,2495160222.0,2684311974.0,3005635737.479114
38,2684311975.0,2851794604.0,2571087395.8709784
39,2851794605.0,3256287407.0,2670232556.9404554
40,3256287408.0,3574090082.0,2988414916.694954
41,3574090083.0,3807062780.0,2913494540.7714844
42,3807062781.0,3815402421.0,2406665077.735295
43,3815402422.0,3825877892.0,1773459495.581763
44,3825877893.0,3834352179.0,1735601651.9978793
45,3834352180.0,3843317495.0,1639005548.7386186
46,3843317496.0,3850675294.0,1575101360.7791278
47,3850675295.0,3863480076.0,1546967652.2429051
48,3863480077.0,3867207489.0,1011471315.216191
49,3867207490.0,3867762718.0,379180686.9375557
50,3867762719.0,3868531180.0,120052216.45839804
51,3868531181.0,3872142006.0,109493952.24604535
52,3872142007.0,3874665049.0,111920105.80104342
53,3874665050.0,3881310223.0,336330196.26007456
54,3881310224.0,3888885822.0,815742764.268004
55,3888885823.0,3889434804.0,351839085.60690343
56,3889434805.0,3890078180.0,110392360.9089218
57,3890078181.0,3891722265.0,108613674.69545901
58,3891722266.0,3896347063.0,142815995.90254262
59,3896347064.0,3900396989.0,617678482.5378469
60,3900396990.0,3900883268.0,320863570.98681164
61,3900883269.0,3902892454.0,104245223.80705275
62,3902892455.0,3908696741.0,208932868.04658952
63,3908696742.0,3912681760.0,789723878.795215
64,3912681761.0,3913363113.0,375930248.0576383
65,3913363114.0,3913798750.0,106154161.21390109
66,3913798751.0,3915337416.0,102691216.40500443
67,3915337417.0,3921478013.0,158691584.45896086
68,3921478014.0,3925933422.0,740192329.7951828
69,3925933423.0,3926627627.0,444686916.98041344
70,3926627628.0,3927107706.0,112690454.5233811
71,3927107707.0,3929854770.0,106893042.59921585
72,3929854771.0,3932886786.0,245460855.96049863
73,3932886787.0,3949274250.0,457863548.9375747
74,3949274251.0,3954906874.0,481455487.0979844
75,3954906875.0,3962245750.0,562702756.3307185
76,3962245751.0,3982474729.0,728207757.2413311
