3, 1, 18, 16, 1, 99933071, 1, 3, 28476253, 1
3, 1, 18, 16, 1, 99933071, 1, 2, 14939066, 1
3, 1, 18, 16, 1, 99933071, 1, 1, 24898443, 1
3, 1, 18, 16, 1, 99933071, 1, 0, 13772984, 0
3, 1, 18, 16, 1, 99933071, 0, 3, 43722286, 1
3, 1, 18, 16, 1, 99933071, 0, 2, 30461173, 1
3, 1, 18, 16, 1, 99933071, 0, 1, 60922346, 1
3, 2, 18, 16, 99933072, 161407430, 1, 3, 280307013, 0
3, 2, 18, 16, 99933072, 161407430, 1, 2, 240021266, 0
3, 2, 18, 16, 99933072, 161407430, 1, 1, 184933252, 0
3, 2, 18, 16, 99933072, 161407430, 1, 0, 259094805, 0
3, 2, 18, 16, 99933072, 161407430, 0, 3, 208448302, 1
3, 2, 18, 16, 99933072, 161407430, 0, 2, 137936151, 1
3, 2, 18, 16, 99933072, 161407430, 0, 1, 1, 1
3, 3, 18, 16, 161407431, 239871679, 1, 3, 972534395, 0
3, 3, 18, 16, 161407431, 239871679, 1, 2, 988642614, 0
3, 3, 18, 16, 161407431, 239871679, 1, 1, 1025140120, 0
3, 3, 18, 16, 161407431, 239871679, 1, 0, 1068867686, 0
3, 3, 18, 16, 161407431, 239871679, 0, 3, 936816353, 1
3, 3, 18, 16, 161407431, 239871679, 0, 2, 966591129, 1
3, 3, 18, 16, 161407431, 239871679, 0, 1, 1010226338, 1
3, 4, 18, 16, 239871680, 319569094, 1, 3, 765134136, 0
3, 4, 18, 16, 239871680, 319569094, 1, 2, 799528254, 0
3, 4, 18, 16, 239871680, 319569094, 1, 1, 820013035, 0
3, 4, 18, 16, 239871680, 319569094, 1, 0, 890634736, 0
3, 4, 18, 16, 239871680, 319569094, 0, 3, 781741454, 1
3, 4, 18, 16, 239871680, 319569094, 0, 2, 875133462, 1
3, 4, 18, 16, 239871680, 319569094, 0, 1, 864859444, 1
3, 5, 18, 16, 319569095, 338774829, 1, 3, 52106677, 1
3, 5, 18, 16, 319569095, 338774829, 1, 2, 47992239, 1
3, 5, 18, 16, 319569095, 338774829, 1, 1, 36754823, 0
3, 5, 18, 16, 319569095, 338774829, 1, 0, 30960154, 0
3, 5, 18, 16, 319569095, 338774829, 0, 3, 51921298, 1
3, 5, 18, 16, 319569095, 338774829, 0, 2, 64848363, 1
3, 5, 18, 16, 319569095, 338774829, 0, 1, 1, 1
3, 6, 18, 16, 338774830, 409809232, 1, 3, 1036337205, 1
3, 6, 18, 16, 338774830, 409809232, 1, 2, 1017851850, 1
3, 6, 18, 16, 338774830, 409809232, 1, 1, 1009442473, 0
3, 6, 18, 16, 338774830, 409809232, 1, 0, 1073498832, 0
3, 6, 18, 16, 338774830, 409809232, 0, 3, 1075415782, 1
3, 6, 18, 16, 338774830, 409809232, 0, 2, 1073913237, 1
3, 6, 18, 16, 338774830, 409809232, 0, 1, 1048729465, 1
3, 7, 18, 16, 409809233, 509118541, 1, 3, 819066567, 1
3, 7, 18, 16, 409809233, 509118541, 1, 2, 834340673, 1
3, 7, 18, 16, 409809233, 509118541, 1, 1, 821746801, 1
3, 7, 18, 16, 409809233, 509118541, 1, 0, 694306624, 0
3, 7, 18, 16, 409809233, 509118541, 0, 3, 809421883, 1
3, 7, 18, 16, 409809233, 509118541, 0, 2, 907968905, 1
3, 7, 18, 16, 409809233, 509118541, 0, 1, 918490366, 1
3, 8, 18, 16, 509118542, 549561980, 1, 3, 531998309, 0
3, 8, 18, 16, 509118542, 549561980, 1, 2, 589072064, 0
3, 8, 18, 16, 509118542, 549561980, 1, 1, 608455981, 0
3, 8, 18, 16, 509118542, 549561980, 1, 0, 757019406, 0
3, 8, 18, 16, 509118542, 549561980, 0, 3, 499855856, 1
3, 8, 18, 16, 509118542, 549561980, 0, 2, 749783784, 1
3, 8, 18, 16, 509118542, 549561980, 0, 1, 723961865, 1
3, 9, 18, 16, 549561981, 589122891, 1, 3, 1, 1
3, 9, 18, 16, 549561981, 589122891, 1, 2, 1, 1
3, 9, 18, 16, 549561981, 589122891, 1, 1, 1, 1
3, 9, 18, 16, 549561981, 589122891, 1, 0, 1, 0
3, 9, 18, 16, 549561981, 589122891, 0, 3, 1, 1
3, 9, 18, 16, 549561981, 589122891, 0, 2, 1, 1
3, 9, 18, 16, 549561981, 589122891, 0, 1, 1, 1
3, 10, 18, 16, 589122892, 624990292, 1, 3, 666295471, 0
3, 10, 18, 16, 589122892, 624990292, 1, 2, 745752087, 0
3, 10, 18, 16, 589122892, 624990292, 1, 1, 765136004, 0
3, 10, 18, 16, 589122892, 624990292, 1, 0, 913699429, 0
3, 10, 18, 16, 589122892, 624990292, 0, 3, 604309205, 1
3, 10, 18, 16, 589122892, 624990292, 0, 2, 906463807, 1
3, 10, 18, 16, 589122892, 624990292, 0, 1, 880641888, 1
3, 11, 18, 16, 624990293, 665273515, 1, 3, 1, 1
3, 11, 18, 16, 624990293, 665273515, 1, 2, 1, 1
3, 11, 18, 16, 624990293, 665273515, 1, 1, 1, 1
3, 11, 18, 16, 624990293, 665273515, 1, 0, 1, 0
3, 11, 18, 16, 624990293, 665273515, 0, 3, 1, 1
3, 11, 18, 16, 624990293, 665273515, 0, 2, 1, 1
3, 11, 18, 16, 624990293, 665273515, 0, 1, 1, 1
3, 12, 18, 16, 665273516, 1145397479, 1, 3, 1, 1
3, 12, 18, 16, 665273516, 1145397479, 1, 2, 1, 1
3, 12, 18, 16, 665273516, 1145397479, 1, 1, 1, 1
3, 12, 18, 16, 665273516, 1145397479, 1, 0, 1, 0
3, 12, 18, 16, 665273516, 1145397479, 0, 3, 1, 1
3, 12, 18, 16, 665273516, 1145397479, 0, 2, 1, 1
3, 12, 18, 16, 665273516, 1145397479, 0, 1, 1, 1
3, 13, 18, 16, 1145397480, 1676301520, 1, 3, 1, 1
3, 13, 18, 16, 1145397480, 1676301520, 1, 2, 1, 1
3, 13, 18, 16, 1145397480, 1676301520, 1, 1, 1, 1
3, 13, 18, 16, 1145397480, 1676301520, 1, 0, 1, 0
3, 13, 18, 16, 1145397480, 1676301520, 0, 3, 1, 1
3, 13, 18, 16, 1145397480, 1676301520, 0, 2, 1, 1
3, 13, 18, 16, 1145397480, 1676301520, 0, 1, 1, 1
3, 14, 18, 16, 1676301521, 1689270895, 1, 3, 11939759, 1
3, 14, 18, 16, 1676301521, 1689270895, 1, 2, 7427179, 1
3, 14, 18, 16, 1676301521, 1689270895, 1, 1, 1, 1
3, 14, 18, 16, 1676301521, 1689270895, 1, 0, 1, 0
3, 14, 18, 16, 1676301521, 1689270895, 0, 3, 27859436, 1
3, 14, 18, 16, 1676301521, 1689270895, 0, 2, 18567947, 1
3, 14, 18, 16, 1676301521, 1689270895, 0, 1, 1, 1
3, 15, 18, 16, 1689270896, 1748916257, 1, 3, 24759508, 1
3, 15, 18, 16, 1689270896, 1748916257, 1, 2, 25266007, 1
3, 15, 18, 16, 1689270896, 1748916257, 1, 1, 18011571, 1
3, 15, 18, 16, 1689270896, 1748916257, 1, 0, 1, 0
3, 15, 18, 16, 1689270896, 1748916257, 0, 3, 33673744, 1
3, 15, 18, 16, 1689270896, 1748916257, 0, 2, 27017356, 1
3, 15, 18, 16, 1689270896, 1748916257, 0, 1, 54034711, 1
3, 16, 18, 16, 1748916258, 1753043203, 1, 3, 13196711, 1
3, 16, 18, 16, 1748916258, 1753043203, 1, 2, 2539837, 1
