2, 1, 9, 6, 1, 99601887, 10, 13, 103313539, 1
2, 1, 9, 6, 1, 99601887, 10, 12, 99892433, 1
2, 1, 9, 6, 1, 99601887, 10, 11, 99670513, 1
2, 1, 9, 6, 1, 99601887, 10, 10, 93292023, 1
2, 1, 9, 6, 1, 99601887, 10, 9, 91264148, 1
2, 1, 9, 6, 1, 99601887, 10, 8, 86073810, 1
2, 1, 9, 6, 1, 99601887, 10, 7, 93755574, 1
2, 1, 9, 6, 1, 99601887, 10, 6, 94453976, 1
2, 1, 9, 6, 1, 99601887, 10, 5, 78927278, 1
2, 1, 9, 6, 1, 99601887, 10, 4, 78223611, 1
2, 1, 9, 6, 1, 99601887, 10, 3, 57069057, 0
2, 1, 9, 6, 1, 99601887, 10, 2, 60508976, 0
2, 1, 9, 6, 1, 99601887, 10, 1, 67308167, 0
2, 1, 9, 6, 1, 99601887, 10, 0, 67408973, 0
2, 1, 9, 6, 1, 99601887, 9, 13, 98303465, 1
2, 1, 9, 6, 1, 99601887, 9, 12, 96099709, 1
2, 1, 9, 6, 1, 99601887, 9, 11, 98296065, 1
2, 1, 9, 6, 1, 99601887, 9, 10, 90298785, 1
2, 1, 9, 6, 1, 99601887, 9, 9, 87797752, 1
2, 1, 9, 6, 1, 99601887, 9, 8, 81994839, 1
2, 1, 9, 6, 1, 99601887, 9, 7, 88848635, 1
2, 1, 9, 6, 1, 99601887, 9, 6, 93021757, 1
2, 1, 9, 6, 1, 99601887, 9, 5, 80381434, 1
2, 1, 9, 6, 1, 99601887, 9, 4, 78845341, 1
2, 1, 9, 6, 1, 99601887, 9, 3, 58780008, 1
2, 1, 9, 6, 1, 99601887, 9, 2, 61197865, 0
2, 1, 9, 6, 1, 99601887, 9, 1, 66395666, 0
2, 1, 9, 6, 1, 99601887, 9, 0, 58015097, 0
2, 1, 9, 6, 1, 99601887, 8, 13, 99686008, 1
2, 1, 9, 6, 1, 99601887, 8, 12, 99548469, 1
2, 1, 9, 6, 1, 99601887, 8, 11, 101877437, 1
2, 1, 9, 6, 1, 99601887, 8, 10, 92422718, 1
2, 1, 9, 6, 1, 99601887, 8, 9, 88840857, 1
2, 1, 9, 6, 1, 99601887, 8, 8, 81688125, 1
2, 1, 9, 6, 1, 99601887, 8, 7, 89191804, 1
2, 1, 9, 6, 1, 99601887, 8, 6, 92452856, 1
2, 1, 9, 6, 1, 99601887, 8, 5, 84268987, 1
2, 1, 9, 6, 1, 99601887, 8, 4, 82454555, 1
2, 1, 9, 6, 1, 99601887, 8, 3, 63114883, 1
2, 1, 9, 6, 1, 99601887, 8, 2, 65051487, 0
2, 1, 9, 6, 1, 99601887, 8, 1, 74206920, 0
2, 1, 9, 6, 1, 99601887, 8, 0, 65266984, 0
2, 1, 9, 6, 1, 99601887, 7, 13, 100871724, 1
2, 1, 9, 6, 1, 99601887, 7, 12, 101205000, 1
2, 1, 9, 6, 1, 99601887, 7, 11, 102919772, 1
2, 1, 9, 6, 1, 99601887, 7, 10, 94739145, 1
2, 1, 9, 6, 1, 99601887, 7, 9, 90917901, 1
2, 1, 9, 6, 1, 99601887, 7, 8, 84583041, 1
