1,1.0,99637021.0,2621529964.3936424
2,99637022.0,155060299.0,6348662419.806401
3,155060300.0,182459103.0,6870669610.582464
4,182459104.0,240716288.0,6380019448.333344
5,240716289.0,312481963.0,6486848601.450349
6,312481964.0,333325455.0,7048705061.000887
7,333325456.0,459398587.0,6428450391.688138
8,459398588.0,484834577.0,6269510129.508434
9,484834578.0,654099720.0,6412586695.492011
10,654099721.0,762253954.0,6336727088.457301
11,762253955.0,783444869.0,7116518412.964626
12,783444870.0,836884194.0,6237867812.377217
13,836884195.0,1679626974.0,6175083160.86926
14,1679626975.0,1689797127.0,5816726818.3670845
15,1689797128.0,1748526935.0,5816726818.3670845
16,1748526936.0,1753043203.0,5976186657.32886
