1,1.0,99718899.0,1691630873.3414047
2,99718900.0,116031544.0,3250777963.2786965
3,116031545.0,148524091.0,3931142120.438216
4,148524092.0,185523082.0,4138491062.3562775
5,185523083.0,236252719.0,4155046337.240258
6,236252720.0,272372813.0,4040009805.8323026
7,272372814.0,360341587.0,4028966167.0897446
8,360341588.0,446612318.0,4010080447.411594
9,446612319.0,525457852.0,3909096770.54187
10,525457853.0,600259657.0,3855711628.0741277
11,600259658.0,666724957.0,3838589476.1521945
12,666724958.0,763435447.0,3719872900.8118057
13,763435448.0,843567972.0,3723081455.4402595
14,843567973.0,922148526.0,3680259688.8999557
15,922148527.0,1034161824.0,3587521788.4459705
16,1034161825.0,1167142518.0,3486872550.5831094
17,1167142519.0,1240088673.0,3351371575.075522
18,1240088674.0,1311579400.0,3514512159.4725275
19,1311579401.0,1375851585.0,3335956339.136587
20,1375851586.0,1411757038.0,3289258836.7198577
21,1411757039.0,1496299874.0,3387784605.2947726
22,1496299875.0,1558782441.0,3350454573.185722
23,1558782442.0,1654206494.0,3233162786.9836664
24,1654206495.0,1720732603.0,3148011006.0837493
25,1720732604.0,1786255279.0,3083466889.2997665
26,1786255280.0,1858455226.0,3056837954.536427
27,1858455227.0,1940715136.0,2971063082.6674814
28,1940715137.0,2034532598.0,2908104195.320508
29,2034532599.0,2131597470.0,2841063861.9219627
30,2131597471.0,2211330653.0,2781990088.0062304
31,2211330654.0,2254970242.0,2769552117.8948393
32,2254970243.0,2391365105.0,2733049869.8557215
33,2391365106.0,2483848426.0,2678584657.8374567
34,2483848427.0,2550739013.0,2676162183.068575
35,2550739014.0,2845677615.0,2634070278.369639
36,2845677616.0,3084037406.0,2562374069.6564846
37,3084037407.0,3234907820.0,2544472331.2865357
38,3234907821.0,3494697747.0,2502309364.6459403
39,3494697748.0,3801437340.0,2485386457.268586
40,3801437341.0,3810222590.0,2154528018.757124
41,3810222591.0,3816420241.0,1416128772.2762353
42,3816420242.0,3834033889.0,1185012330.8867838
43,3834033890.0,3841238968.0,1136143222.0470555
44,3841238969.0,3863778347.0,1069053120.4542137
45,3863778348.0,3867134925.0,842098994.7486897
46,3867134926.0,3867586284.0,365324072.6385717
47,3867586285.0,3874395139.0,77023052.42543145
48,3874395140.0,3878557872.0,237349099.50093177
49,3878557873.0,3882588401.0,581756114.7780313
50,3882588402.0,3888929631.0,657975414.8767978
51,3888929632.0,3889418149.0,285362620.3438045
52,3889418150.0,3889853655.0,84515961.74694653
53,3889853656.0,3893228615.0,75374317.57040657
54,3893228616.0,3897030297.0,217457071.0024024
55,3897030298.0,3900474359.0,567664163.7735472
56,3900474360.0,3900871838.0,301582985.8600118
57,3900871839.0,3901332447.0,75471844.02095228
58,3901332448.0,3901936874.0,74500587.11168963
59,3901936875.0,3904222796.0,75521099.3242432
60,3904222797.0,3908475884.0,273448330.4576166
61,3908475885.0,3912381889.0,655924831.6185052
62,3912381890.0,3913307282.0,406252442.84566873
63,3913307283.0,3913618203.0,95712517.81881899
64,3913618204.0,3915154505.0,73774799.06935921
65,3915154506.0,3918787612.0,77456863.97565743
66,3918787613.0,3922637606.0,423358840.20922244
67,3922637607.0,3926401393.0,653467749.971095
68,3926401394.0,3926761126.0,338313587.65430343
69,3926761127.0,3927307358.0,78073745.21113256
70,3927307359.0,3930237551.0,76952102.7236687
71,3930237552.0,3936927752.0,167333137.51839057
72,3936927753.0,3940886545.0,409847984.619776
73,3940886546.0,3941334576.0,87545782.52508011
74,3941334577.0,3958796762.0,339579083.06098515
75,3958796763.0,3965345762.0,439437542.31924987
76,3965345763.0,3982474729.0,591061770.5148726
